Sample_fcm;Platform;Lake;Sample_16S;Season;Month;Year;Fraction;Site;Depth
MBRH1-914_rep4.fcs;FACS;Muskegon;MBRH1F914;Fall;September;2014;Free;MBR;Deep
MBRH1-914_rep5.fcs;FACS;Muskegon;MBRH1F914;Fall;September;2014;Free;MBR;Deep
MBRH1-914_rep6.fcs;FACS;Muskegon;MBRH1F914;Fall;September;2014;Free;MBR;Deep
MBRH2-515_rep4.fcs;FACS;Muskegon;MBRH2F515;Spring;May;2015;Free;MBR;Deep
MBRH2-515_rep5.fcs;FACS;Muskegon;MBRH2F515;Spring;May;2015;Free;MBR;Deep
MBRH2-515_rep6.fcs;FACS;Muskegon;MBRH2F515;Spring;May;2015;Free;MBR;Deep
MBRH2-915_rep4.fcs;FACS;Muskegon;MBRH2F915;Fall;September;2015;Free;MBR;Deep
MBRH2-915_rep5.fcs;FACS;Muskegon;MBRH2F915;Fall;September;2015;Free;MBR;Deep
MBRH2-915_rep6.fcs;FACS;Muskegon;MBRH2F915;Fall;September;2015;Free;MBR;Deep
MDPE1-714_rep4.fcs;FACS;Muskegon;MDPE1F714;Summer;July;2014;Free;MDP;Surface
MDPE1-714_rep5.fcs;FACS;Muskegon;MDPE1F714;Summer;July;2014;Free;MDP;Surface
MDPE1-714_rep6.fcs;FACS;Muskegon;MDPE1F714;Summer;July;2014;Free;MDP;Surface
MDPE1-715_rep4.fcs;FACS;Muskegon;MDPE1F715;Summer;July;2015;Free;MDP;Surface
MDPE1-715_rep5.fcs;FACS;Muskegon;MDPE1F715;Summer;July;2015;Free;MDP;Surface
MDPE1-715_rep6.fcs;FACS;Muskegon;MDPE1F715;Summer;July;2015;Free;MDP;Surface
MDPE1-914_rep4.fcs;FACS;Muskegon;MDPE1F914;Fall;September;2014;Free;MDP;Surface
MDPE1-914_rep5.fcs;FACS;Muskegon;MDPE1F914;Fall;September;2014;Free;MDP;Surface
MDPE1-914_rep6.fcs;FACS;Muskegon;MDPE1F914;Fall;September;2014;Free;MDP;Surface
MDPE2-515_rep4.fcs;FACS;Muskegon;MDPE2F515;Spring;May;2015;Free;MDP;Surface
MDPE2-515_rep5.fcs;FACS;Muskegon;MDPE2F515;Spring;May;2015;Free;MDP;Surface
MDPE2-515_rep6.fcs;FACS;Muskegon;MDPE2F515;Spring;May;2015;Free;MDP;Surface
MDPE2-915_rep4.fcs;FACS;Muskegon;MDPE2F915;Fall;September;2015;Free;MDP;Surface
MDPE2-915_rep5.fcs;FACS;Muskegon;MDPE2F915;Fall;September;2015;Free;MDP;Surface
MDPE2-915_rep6.fcs;FACS;Muskegon;MDPE2F915;Fall;September;2015;Free;MDP;Surface
MDPH1-714_rep4.fcs;FACS;Muskegon;MDPH1F714;Summer;July;2014;Free;MDP;Deep
MDPH1-714_rep5.fcs;FACS;Muskegon;MDPH1F714;Summer;July;2014;Free;MDP;Deep
MDPH1-714_rep6.fcs;FACS;Muskegon;MDPH1F714;Summer;July;2014;Free;MDP;Deep
MDPH1-715_rep4.fcs;FACS;Muskegon;MDPH1F715;Summer;July;2015;Free;MDP;Deep
MDPH1-715_rep5.fcs;FACS;Muskegon;MDPH1F715;Summer;July;2015;Free;MDP;Deep
MDPH1-715_rep6.fcs;FACS;Muskegon;MDPH1F715;Summer;July;2015;Free;MDP;Deep
MDPH1-914_rep4.fcs;FACS;Muskegon;MDPH1F914;Fall;September;2014;Free;MDP;Deep
MDPH1-914_rep5.fcs;FACS;Muskegon;MDPH1F914;Fall;September;2014;Free;MDP;Deep
MDPH1-914_rep6.fcs;FACS;Muskegon;MDPH1F914;Fall;September;2014;Free;MDP;Deep
MDPH2-515_rep4.fcs;FACS;Muskegon;MDPH2F515;Spring;May;2015;Free;MDP;Deep
MDPH2-515_rep5.fcs;FACS;Muskegon;MDPH2F515;Spring;May;2015;Free;MDP;Deep
MDPH2-515_rep6.fcs;FACS;Muskegon;MDPH2F515;Spring;May;2015;Free;MDP;Deep
MDPH2-915_rep4.fcs;FACS;Muskegon;MDPH2F915;Fall;September;2015;Free;MDP;Deep
MDPH2-915_rep5.fcs;FACS;Muskegon;MDPH2F915;Fall;September;2015;Free;MDP;Deep
MDPH2-915_rep6.fcs;FACS;Muskegon;MDPH2F915;Fall;September;2015;Free;MDP;Deep
MINE1-714_rep4.fcs;FACS;Muskegon;MINE1F714;Summer;July;2014;Free;MIN;Surface
MINE1-714_rep5.fcs;FACS;Muskegon;MINE1F714;Summer;July;2014;Free;MIN;Surface
MINE1-714_rep6.fcs;FACS;Muskegon;MINE1F714;Summer;July;2014;Free;MIN;Surface
MINE1-715_rep4.fcs;FACS;Muskegon;MINE1F715;Summer;July;2015;Free;MIN;Surface
MINE1-715_rep5.fcs;FACS;Muskegon;MINE1F715;Summer;July;2015;Free;MIN;Surface
MINE1-715_rep6.fcs;FACS;Muskegon;MINE1F715;Summer;July;2015;Free;MIN;Surface
MINE1-914_rep4.fcs;FACS;Muskegon;MINE1F914;Fall;September;2014;Free;MIN;Surface
MINE1-914_rep5.fcs;FACS;Muskegon;MINE1F914;Fall;September;2014;Free;MIN;Surface
MINE1-914_rep6.fcs;FACS;Muskegon;MINE1F914;Fall;September;2014;Free;MIN;Surface
MINE2-515_rep4.fcs;FACS;Muskegon;MINE2F515;Spring;May;2015;Free;MIN;Surface
MINE2-515_rep5.fcs;FACS;Muskegon;MINE2F515;Spring;May;2015;Free;MIN;Surface
MINE2-515_rep6.fcs;FACS;Muskegon;MINE2F515;Spring;May;2015;Free;MIN;Surface
MINE2-915_rep4.fcs;FACS;Muskegon;MINE2F915;Fall;September;2015;Free;MIN;Surface
MINE2-915_rep5.fcs;FACS;Muskegon;MINE2F915;Fall;September;2015;Free;MIN;Surface
MINE2-915_rep6.fcs;FACS;Muskegon;MINE2F915;Fall;September;2015;Free;MIN;Surface
MINH1-714_rep4.fcs;FACS;Muskegon;MINH1F714;Summer;July;2014;Free;MIN;Deep
MINH1-714_rep5.fcs;FACS;Muskegon;MINH1F714;Summer;July;2014;Free;MIN;Deep
MINH1-714_rep6.fcs;FACS;Muskegon;MINH1F714;Summer;July;2014;Free;MIN;Deep
MINH1-715_rep4.fcs;FACS;Muskegon;MINH1F715;Summer;July;2015;Free;MIN;Deep
MINH1-715_rep5.fcs;FACS;Muskegon;MINH1F715;Summer;July;2015;Free;MIN;Deep
MINH1-715_rep6.fcs;FACS;Muskegon;MINH1F715;Summer;July;2015;Free;MIN;Deep
MINH1-914_rep4.fcs;FACS;Muskegon;MINH1F914;Fall;September;2014;Free;MIN;Deep
MINH1-914_rep5.fcs;FACS;Muskegon;MINH1F914;Fall;September;2014;Free;MIN;Deep
MINH1-914_rep6.fcs;FACS;Muskegon;MINH1F914;Fall;September;2014;Free;MIN;Deep
MINH2-515_rep4.fcs;FACS;Muskegon;MINH2F515;Spring;May;2015;Free;MIN;Deep
MINH2-515_rep5.fcs;FACS;Muskegon;MINH2F515;Spring;May;2015;Free;MIN;Deep
MINH2-515_rep6.fcs;FACS;Muskegon;MINH2F515;Spring;May;2015;Free;MIN;Deep
MINH2-915_rep4.fcs;FACS;Muskegon;MINH2F915;Fall;September;2015;Free;MIN;Deep
MINH2-915_rep5.fcs;FACS;Muskegon;MINH2F915;Fall;September;2015;Free;MIN;Deep
MINH2-915_rep6.fcs;FACS;Muskegon;MINH2F915;Fall;September;2015;Free;MIN;Deep
MOTE1-714_rep4.fcs;FACS;Muskegon;MOTE1F714;Summer;July;2014;Free;MOT;Surface
MOTE1-714_rep5.fcs;FACS;Muskegon;MOTE1F714;Summer;July;2014;Free;MOT;Surface
MOTE1-714_rep6.fcs;FACS;Muskegon;MOTE1F714;Summer;July;2014;Free;MOT;Surface
MOTE1-715_rep4.fcs;FACS;Muskegon;MOTE1F715;Summer;July;2015;Free;MOT;Surface
MOTE1-715_rep5.fcs;FACS;Muskegon;MOTE1F715;Summer;July;2015;Free;MOT;Surface
MOTE1-715_rep6.fcs;FACS;Muskegon;MOTE1F715;Summer;July;2015;Free;MOT;Surface
MOTE1-914_rep4.fcs;FACS;Muskegon;MOTE1F914;Fall;September;2014;Free;MOT;Surface
MOTE1-914_rep5.fcs;FACS;Muskegon;MOTE1F914;Fall;September;2014;Free;MOT;Surface
MOTE1-914_rep6.fcs;FACS;Muskegon;MOTE1F914;Fall;September;2014;Free;MOT;Surface
MOTE2-515_rep4.fcs;FACS;Muskegon;MOTE2F515;Spring;May;2015;Free;MOT;Surface
MOTE2-515_rep5.fcs;FACS;Muskegon;MOTE2F515;Spring;May;2015;Free;MOT;Surface
MOTE2-515_rep6.fcs;FACS;Muskegon;MOTE2F515;Spring;May;2015;Free;MOT;Surface
MOTE2-915_rep4.fcs;FACS;Muskegon;MOTE2F915;Fall;September;2015;Free;MOT;Surface
MOTE2-915_rep5.fcs;FACS;Muskegon;MOTE2F915;Fall;September;2015;Free;MOT;Surface
MOTE2-915_rep6.fcs;FACS;Muskegon;MOTE2F915;Fall;September;2015;Free;MOT;Surface
MOTH-915_rep4.fcs;FACS;Muskegon;MOTH1F915;Fall;September;2015;Free;MOT;Deep
MOTH-915_rep5.fcs;FACS;Muskegon;MOTH1F915;Fall;September;2015;Free;MOT;Deep
MOTH-915_rep6.fcs;FACS;Muskegon;MOTH1F915;Fall;September;2015;Free;MOT;Deep
MOTH1-714_rep4.fcs;FACS;Muskegon;MOTH1F714;Summer;July;2014;Free;MOT;Deep
MOTH1-714_rep5.fcs;FACS;Muskegon;MOTH1F714;Summer;July;2014;Free;MOT;Deep
MOTH1-714_rep6.fcs;FACS;Muskegon;MOTH1F714;Summer;July;2014;Free;MOT;Deep
MOTH1-715_rep4.fcs;FACS;Muskegon;MOTH1F715;Summer;July;2015;Free;MOT;Deep
MOTH1-715_rep5.fcs;FACS;Muskegon;MOTH1F715;Summer;July;2015;Free;MOT;Deep
MOTH1-715_rep6.fcs;FACS;Muskegon;MOTH1F715;Summer;July;2015;Free;MOT;Deep
MOTH1-914_rep4.fcs;FACS;Muskegon;MOTH1F914;Fall;September;2014;Free;MOT;Deep
MOTH1-914_rep5.fcs;FACS;Muskegon;MOTH1F914;Fall;September;2014;Free;MOT;Deep
MOTH1-914_rep6.fcs;FACS;Muskegon;MOTH1F914;Fall;September;2014;Free;MOT;Deep
MOTH2-515_rep4.fcs;FACS;Muskegon;MOTH2F515;Spring;May;2015;Free;MOT;Deep
MOTH2-515_rep5.fcs;FACS;Muskegon;MOTH2F515;Spring;May;2015;Free;MOT;Deep
MOTH2-515_rep6.fcs;FACS;Muskegon;MOTH2F515;Spring;May;2015;Free;MOT;Deep
MRBH1-715_rep4.fcs;FACS;Muskegon;MBRH1F715;Summer;July;2015;Free;MBR;Deep
MRBH1-715_rep5.fcs;FACS;Muskegon;MBRH1F715;Summer;July;2015;Free;MBR;Deep
MRBH1-715_rep6.fcs;FACS;Muskegon;MBRH1F715;Summer;July;2015;Free;MBR;Deep
MUSDEPE1-epi-deep-514_rep4.fcs;FACS;Muskegon;MDPE1F514;Spring;May;2014;Free;MDP;Surface
MUSDEPE1-epi-deep-514_rep5.fcs;FACS;Muskegon;MDPE1F514;Spring;May;2014;Free;MDP;Surface
MUSDEPE1-epi-deep-514_rep6.fcs;FACS;Muskegon;MDPE1F514;Spring;May;2014;Free;MDP;Surface
MUSDEPH-hypo-deep-514_rep4.fcs;FACS;Muskegon;MDPH2F514;Spring;May;2014;Free;MDP;Deep
MUSDEPH-hypo-deep-514_rep5.fcs;FACS;Muskegon;MDPH2F514;Spring;May;2014;Free;MDP;Deep
MUSDEPH-hypo-deep-514_rep6.fcs;FACS;Muskegon;MDPH2F514;Spring;May;2014;Free;MDP;Deep
MUSINLE1-epi-inlet-514_rep4.fcs;FACS;Muskegon;MINE1F514;Spring;May;2014;Free;MIN;Surface
MUSINLE1-epi-inlet-514_rep5.fcs;FACS;Muskegon;MINE1F514;Spring;May;2014;Free;MIN;Surface
MUSINLE1-epi-inlet-514_rep6.fcs;FACS;Muskegon;MINE1F514;Spring;May;2014;Free;MIN;Surface
MUSINLH1-hypo-inlet-514_rep4.fcs;FACS;Muskegon;MINH1F514;Spring;May;2014;Free;MIN;Deep
MUSINLH1-hypo-inlet-514_rep5.fcs;FACS;Muskegon;MINH1F514;Spring;May;2014;Free;MIN;Deep
MUSINLH1-hypo-inlet-514_rep6.fcs;FACS;Muskegon;MINH1F514;Spring;May;2014;Free;MIN;Deep
MUSOUTE1-epi-outlet-514_rep4.fcs;FACS;Muskegon;MOTE1F514;Spring;May;2014;Free;MOT;Surface
MUSOUTE1-epi-outlet-514_rep5.fcs;FACS;Muskegon;MOTE1F514;Spring;May;2014;Free;MOT;Surface
MUSOUTE1-epi-outlet-514_rep6.fcs;FACS;Muskegon;MOTE1F514;Spring;May;2014;Free;MOT;Surface
MUSOUTH-hypo-outlet-514_rep4.fcs;FACS;Muskegon;MOTH2F514;Spring;May;2014;Free;MOT;Deep
MUSOUTH-hypo-outlet-514_rep5.fcs;FACS;Muskegon;MOTH2F514;Spring;May;2014;Free;MOT;Deep
MUSOUTH-hypo-outlet-514_rep6.fcs;FACS;Muskegon;MOTH2F514;Spring;May;2014;Free;MOT;Deep
